Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5),Revenue ($),Cost_Per_Student ($),Difficulty_Level,Completion_Status
2422,Course_2422,Data Science,94,4343,85.51,edX,129.86,4.23,563981.98,0.03,Long,High
2423,Course_2423,Data Science,50,694,91.79,LinkedIn Learning,96.52,3.9,66984.88,0.14,Medium,High
2424,Course_2424,Data Science,26,2455,89.68,edX,189.16,3.29,464387.8,0.08,Medium,High
2425,Course_2425,Business,95,3865,77.36,edX,119.95,3.27,463606.75,0.03,Long,High
2426,Course_2426,Programming,22,808,50.02,LinkedIn Learning,120.63,4.11,97469.04,0.15,Medium,Moderate
2427,Course_2427,AI,93,2893,93.92,LinkedIn Learning,97.32,4.64,281546.76,0.03,Long,High
2428,Course_2428,Office Tools,38,2684,76.03,edX,87.23,4.25,234125.32,0.03,Medium,High
2429,Course_2429,AI,56,3667,72.74,LinkedIn Learning,136.01,3.84,498748.67,0.04,Long,High
2430,Course_2430,Programming,22,3602,82.77,Udemy,164.02,3.66,590800.04,0.05,Medium,High
2431,Course_2431,AI,97,1263,85.1,LinkedIn Learning,14.85,4.31,18755.55,0.01,Long,High
2432,Course_2432,Marketing,78,3004,72.45,LinkedIn Learning,24.23,3.28,72786.92,0.01,Long,High
2433,Course_2433,Data Science,59,2641,60.57,Coursera,150.12,3.38,396466.92,0.06,Long,Moderate
2434,Course_2434,Office Tools,81,2426,65.15,Coursera,59.21,3.04,143643.46,0.02,Long,Moderate
2435,Course_2435,Business,60,665,71.63,edX,48.51,3.93,32259.15,0.07,Long,High
2436,Course_2436,Design,47,2273,85.54,edX,194.21,4.0,441439.33,0.09,Medium,High
2437,Course_2437,Technology,39,330,87.9,Udemy,78.93,4.53,26046.9,0.24,Medium,High
2438,Course_2438,Technology,41,1355,93.96,Coursera,118.7,4.85,160838.5,0.09,Medium,High
2439,Course_2439,Business,18,4060,65.51,LinkedIn Learning,11.97,4.95,48598.2,0.0,Short,Moderate
2440,Course_2440,Programming,31,3266,54.35,LinkedIn Learning,70.59,4.69,230546.94,0.02,Medium,Moderate
2441,Course_2441,Design,59,2289,67.48,LinkedIn Learning,153.04,4.81,350308.56,0.07,Long,Moderate
2442,Course_2442,Data Science,10,600,55.32,edX,90.12,4.44,54072.0,0.15,Short,Moderate
2443,Course_2443,Data Science,46,475,97.75,Udemy,173.48,3.86,82403.0,0.37,Medium,High
2444,Course_2444,Office Tools,71,1381,88.68,Udemy,162.4,4.24,224274.4,0.12,Long,High
2445,Course_2445,Marketing,89,3682,79.29,Udemy,94.17,3.0,346733.94,0.03,Long,High
2446,Course_2446,Design,51,3145,58.41,Udemy,109.26,4.22,343622.7,0.03,Long,Moderate
2447,Course_2447,Business,35,3601,50.98,LinkedIn Learning,120.79,3.97,434964.79,0.03,Medium,Moderate
2448,Course_2448,Technology,42,3387,97.1,Coursera,167.88,3.95,568609.56,0.05,Medium,High
2449,Course_2449,Finance,37,4075,83.27,edX,138.33,3.29,563694.75,0.03,Medium,High
2450,Course_2450,Data Science,63,777,68.76,Udemy,74.99,4.81,58267.23,0.1,Long,Moderate
2451,Course_2451,Programming,89,923,98.6,LinkedIn Learning,55.75,3.96,51457.25,0.06,Long,High
2452,Course_2452,Finance,30,3294,76.07,Coursera,148.03,3.08,487610.82,0.04,Medium,High
2453,Course_2453,Data Science,22,3106,56.29,Udemy,110.99,4.65,344734.94,0.04,Medium,Moderate
2454,Course_2454,Technology,27,3592,83.54,LinkedIn Learning,21.67,3.05,77838.64,0.01,Medium,High
2455,Course_2455,Programming,27,4017,97.79,edX,172.83,3.71,694258.11,0.04,Medium,High
2456,Course_2456,Business,99,770,95.58,edX,158.68,3.89,122183.6,0.21,Long,High
2457,Course_2457,Technology,10,979,78.2,Coursera,44.59,3.82,43653.61,0.05,Short,High
2458,Course_2458,Marketing,49,4748,50.6,LinkedIn Learning,122.44,4.76,581345.12,0.03,Medium,Moderate
2459,Course_2459,Design,62,357,81.07,Udemy,32.29,4.42,11527.53,0.09,Long,High
2460,Course_2460,Finance,52,3553,62.07,Coursera,47.38,3.4,168341.14,0.01,Long,Moderate
2461,Course_2461,Design,68,3771,85.38,edX,134.99,3.19,509047.29,0.04,Long,High
2462,Course_2462,AI,32,1424,96.3,edX,20.77,4.84,29576.48,0.01,Medium,High
2463,Course_2463,Office Tools,67,1472,66.36,Coursera,82.13,3.78,120895.36,0.06,Long,Moderate
2464,Course_2464,Office Tools,20,2862,91.64,LinkedIn Learning,91.24,3.5,261128.88,0.03,Medium,High
2465,Course_2465,Technology,21,4681,67.45,Udemy,88.8,3.24,415672.8,0.02,Medium,Moderate
2466,Course_2466,Design,72,1337,84.94,LinkedIn Learning,55.98,4.51,74845.26,0.04,Long,High
2467,Course_2467,Office Tools,54,3243,68.67,Coursera,77.02,3.25,249775.86,0.02,Long,Moderate
2468,Course_2468,Programming,67,1881,52.02,Udemy,114.61,4.44,215581.41,0.06,Long,Moderate
2469,Course_2469,Marketing,97,815,99.7,Coursera,95.52,4.47,77848.8,0.12,Long,High
2470,Course_2470,AI,94,136,70.43,Udemy,183.52,4.07,24958.72,1.35,Long,High
2471,Course_2471,Business,100,1805,91.51,Udemy,69.97,3.98,126295.85,0.04,Long,High
2472,Course_2472,Data Science,14,1917,71.69,Udemy,76.67,4.37,146976.39,0.04,Short,High
2473,Course_2473,AI,35,4870,73.34,Udemy,69.18,4.09,336906.6,0.01,Medium,High
2474,Course_2474,AI,31,681,73.1,edX,143.26,4.06,97560.06,0.21,Medium,High
2475,Course_2475,Programming,90,324,90.75,Udemy,83.64,4.34,27099.36,0.26,Long,High
2476,Course_2476,Technology,62,1372,99.84,edX,17.3,4.03,23735.6,0.01,Long,High
2477,Course_2477,Marketing,82,4401,70.02,Udemy,130.58,3.49,574682.58,0.03,Long,High
2478,Course_2478,Office Tools,88,1908,75.66,Udemy,30.7,4.18,58575.6,0.02,Long,High
2479,Course_2479,Design,20,1562,74.57,edX,125.96,3.19,196749.52,0.08,Medium,High
2480,Course_2480,AI,82,1169,90.09,edX,170.86,3.92,199735.34,0.15,Long,High
2481,Course_2481,AI,63,2587,97.93,LinkedIn Learning,171.29,3.97,443127.23,0.07,Long,High
2482,Course_2482,Data Science,23,2788,66.11,Coursera,36.78,3.95,102542.64,0.01,Medium,Moderate
2483,Course_2483,Design,25,3984,91.13,LinkedIn Learning,134.04,3.1,534015.36,0.03,Medium,High
2484,Course_2484,Data Science,13,518,94.61,LinkedIn Learning,31.07,4.92,16094.26,0.06,Short,High
2485,Course_2485,Marketing,87,1248,83.89,Udemy,56.36,3.43,70337.28,0.05,Long,High
2486,Course_2486,Marketing,46,4755,88.71,LinkedIn Learning,147.1,3.87,699460.5,0.03,Medium,High
2487,Course_2487,Marketing,55,3801,88.71,LinkedIn Learning,190.09,4.93,722532.09,0.05,Long,High
2488,Course_2488,Business,30,4440,76.46,Udemy,188.21,4.78,835652.4,0.04,Medium,High
2489,Course_2489,Marketing,58,4795,63.83,LinkedIn Learning,141.86,4.03,680218.7,0.03,Long,Moderate
2490,Course_2490,Programming,65,1323,61.29,edX,111.03,4.16,146892.69,0.08,Long,Moderate
2491,Course_2491,Business,85,233,88.47,LinkedIn Learning,91.04,4.1,21212.32,0.39,Long,High
2492,Course_2492,AI,23,4344,82.51,Udemy,174.8,4.96,759331.2,0.04,Medium,High
2493,Course_2493,Business,99,3537,62.11,Coursera,68.57,4.42,242532.09,0.02,Long,Moderate
2494,Course_2494,Technology,81,1269,54.8,edX,78.72,4.25,99895.68,0.06,Long,Moderate
2495,Course_2495,Programming,80,1725,54.48,edX,91.16,4.93,157251.0,0.05,Long,Moderate
2496,Course_2496,Finance,80,3272,76.47,edX,161.22,4.32,527511.84,0.05,Long,High
2497,Course_2497,AI,49,2798,81.14,LinkedIn Learning,108.37,4.59,303219.26,0.04,Medium,High
2498,Course_2498,Business,52,453,89.14,LinkedIn Learning,163.49,3.01,74060.97,0.36,Long,High
2499,Course_2499,Business,76,4692,77.68,LinkedIn Learning,23.67,4.34,111059.64,0.01,Long,High
2500,Course_2500,Office Tools,36,1657,64.31,edX,137.95,3.23,228583.15,0.08,Medium,Moderate
2501,Course_2501,AI,29,3383,69.59,Coursera,34.13,3.3,115461.79,0.01,Medium,Moderate
2502,Course_2502,Technology,40,1237,56.88,LinkedIn Learning,43.35,3.29,53623.95,0.04,Medium,Moderate
2503,Course_2503,Technology,34,3510,56.31,Udemy,163.13,4.43,572586.3,0.05,Medium,Moderate
2504,Course_2504,Marketing,15,4537,90.4,Udemy,15.22,3.06,69053.14,0.0,Short,High
2505,Course_2505,Marketing,37,2350,93.94,edX,160.43,5.0,377010.5,0.07,Medium,High
2506,Course_2506,Design,52,4713,62.55,Udemy,117.33,3.5,552976.29,0.02,Long,Moderate
2507,Course_2507,Technology,36,1268,51.67,LinkedIn Learning,157.39,3.06,199570.52,0.12,Medium,Moderate
2508,Course_2508,Finance,24,3248,69.64,Udemy,42.06,4.79,136610.88,0.01,Medium,Moderate
2509,Course_2509,Office Tools,87,906,92.34,edX,139.21,4.42,126124.26,0.15,Long,High
2510,Course_2510,Business,68,310,72.8,edX,108.82,3.28,33734.2,0.35,Long,High
2511,Course_2511,Office Tools,76,3638,55.22,Coursera,34.12,3.23,124128.56,0.01,Long,Moderate
2512,Course_2512,Design,38,2661,78.99,Udemy,118.34,3.65,314902.74,0.04,Medium,High
2513,Course_2513,Programming,70,850,59.53,Udemy,105.98,3.43,90083.0,0.12,Long,Moderate
2514,Course_2514,Office Tools,99,4183,58.17,edX,103.21,3.22,431727.43,0.02,Long,Moderate
2515,Course_2515,AI,21,4437,81.37,edX,109.1,4.51,484076.7,0.02,Medium,High
2516,Course_2516,Finance,27,1641,64.15,LinkedIn Learning,114.45,3.81,187812.45,0.07,Medium,Moderate
2517,Course_2517,Finance,14,4592,61.02,LinkedIn Learning,36.32,4.53,166781.44,0.01,Short,Moderate
2518,Course_2518,Office Tools,54,2492,52.6,edX,164.37,4.67,409610.04,0.07,Long,Moderate
2519,Course_2519,Office Tools,97,2133,92.5,LinkedIn Learning,62.44,4.42,133184.52,0.03,Long,High
2520,Course_2520,Technology,92,2067,89.15,LinkedIn Learning,70.25,3.26,145206.75,0.03,Long,High
2521,Course_2521,Business,45,196,82.77,Coursera,42.41,4.35,8312.36,0.22,Medium,High
2522,Course_2522,Design,91,1986,55.96,LinkedIn Learning,144.92,4.2,287811.12,0.07,Long,Moderate
2523,Course_2523,Programming,36,1982,85.22,Udemy,11.77,3.54,23328.14,0.01,Medium,High
2524,Course_2524,AI,37,4459,65.14,LinkedIn Learning,86.17,3.45,384232.03,0.02,Medium,Moderate
2525,Course_2525,Programming,13,1866,70.36,Udemy,18.12,4.18,33811.92,0.01,Short,High
2526,Course_2526,Design,62,925,52.51,LinkedIn Learning,73.3,3.84,67802.5,0.08,Long,Moderate
2527,Course_2527,AI,91,4423,87.02,Udemy,159.24,3.44,704318.52,0.04,Long,High
2528,Course_2528,Data Science,77,547,50.65,Coursera,115.74,4.32,63309.78,0.21,Long,Moderate
2529,Course_2529,Marketing,92,2934,60.02,LinkedIn Learning,88.72,4.03,260304.48,0.03,Long,Moderate
2530,Course_2530,Business,76,2370,89.64,Coursera,30.45,4.92,72166.5,0.01,Long,High
2531,Course_2531,Finance,84,2064,70.68,Coursera,62.5,4.05,129000.0,0.03,Long,High
2532,Course_2532,Office Tools,18,220,55.54,edX,101.41,4.24,22310.2,0.46,Short,Moderate
2533,Course_2533,Finance,27,3203,62.98,Udemy,26.88,3.1,86096.64,0.01,Medium,Moderate
2534,Course_2534,AI,13,3131,85.98,LinkedIn Learning,149.21,3.08,467176.51,0.05,Short,High
2535,Course_2535,Finance,82,1001,68.88,edX,143.31,4.8,143453.31,0.14,Long,Moderate
2536,Course_2536,Data Science,15,3146,54.44,Coursera,67.05,4.84,210939.3,0.02,Short,Moderate
2537,Course_2537,Data Science,65,2662,92.64,edX,33.74,4.89,89815.88,0.01,Long,High
2538,Course_2538,Finance,20,858,88.89,Coursera,73.29,4.51,62882.82,0.09,Medium,High
2539,Course_2539,Design,29,932,52.55,Coursera,66.45,3.26,61931.4,0.07,Medium,Moderate
2540,Course_2540,Programming,12,2651,50.15,Udemy,132.78,3.06,351999.78,0.05,Short,Moderate
2541,Course_2541,Business,41,3873,82.76,Udemy,17.36,3.66,67235.28,0.0,Medium,High
2542,Course_2542,Programming,15,120,52.28,edX,162.76,3.63,19531.2,1.36,Short,Moderate
2543,Course_2543,Marketing,57,658,60.16,edX,182.62,4.2,120163.96,0.28,Long,Moderate
2544,Course_2544,AI,52,633,50.2,LinkedIn Learning,20.51,4.56,12982.83,0.03,Long,Moderate
2545,Course_2545,Business,24,963,63.29,LinkedIn Learning,51.12,4.25,49228.56,0.05,Medium,Moderate
2546,Course_2546,Business,54,3469,64.18,LinkedIn Learning,122.87,4.44,426236.03,0.04,Long,Moderate
2547,Course_2547,Business,18,2640,70.3,Udemy,42.46,4.42,112094.4,0.02,Short,High
2548,Course_2548,Design,68,4409,66.58,edX,167.09,4.37,736699.81,0.04,Long,Moderate
2549,Course_2549,Technology,75,1326,60.54,Udemy,84.64,3.75,112232.64,0.06,Long,Moderate
2550,Course_2550,Business,98,3267,77.57,edX,107.96,3.83,352705.32,0.03,Long,High
2551,Course_2551,Marketing,30,903,76.88,Coursera,198.05,4.5,178839.15,0.22,Medium,High
2552,Course_2552,AI,35,2704,53.63,Udemy,18.74,4.76,50672.96,0.01,Medium,Moderate
2553,Course_2553,Office Tools,14,1191,94.15,edX,80.24,3.86,95565.84,0.07,Short,High
2554,Course_2554,Marketing,17,1980,89.23,LinkedIn Learning,53.62,3.53,106167.6,0.03,Short,High
2555,Course_2555,AI,53,1704,78.16,Coursera,198.28,4.26,337869.12,0.12,Long,High
2556,Course_2556,AI,82,1374,99.09,edX,116.34,3.29,159851.16,0.08,Long,High
2557,Course_2557,Technology,28,2678,99.29,Coursera,95.74,3.3,256391.72,0.04,Medium,High
2558,Course_2558,Programming,92,4292,82.84,edX,68.85,3.34,295504.2,0.02,Long,High
2559,Course_2559,Business,24,1698,86.57,Udemy,92.2,4.64,156555.6,0.05,Medium,High
2560,Course_2560,Data Science,38,3293,96.61,LinkedIn Learning,133.84,3.04,440735.12,0.04,Medium,High
2561,Course_2561,Data Science,56,743,66.77,Udemy,177.72,4.97,132045.96,0.24,Long,Moderate
2562,Course_2562,Programming,34,2768,77.86,LinkedIn Learning,158.06,4.85,437510.08,0.06,Medium,High
2563,Course_2563,Technology,37,2097,75.95,Coursera,129.47,4.74,271498.59,0.06,Medium,High
2564,Course_2564,Business,45,2390,77.58,edX,102.88,3.82,245883.2,0.04,Medium,High
2565,Course_2565,Design,23,5000,56.86,LinkedIn Learning,24.94,4.29,124700.0,0.0,Medium,Moderate
2566,Course_2566,Data Science,28,4783,52.51,Udemy,120.48,4.99,576255.84,0.03,Medium,Moderate
2567,Course_2567,Programming,51,3700,96.7,Udemy,127.72,4.99,472564.0,0.03,Long,High
2568,Course_2568,Marketing,65,1376,55.98,edX,131.88,4.14,181466.88,0.1,Long,Moderate
2569,Course_2569,AI,65,3027,87.37,Coursera,180.44,3.03,546191.88,0.06,Long,High
2570,Course_2570,Marketing,51,306,59.77,Udemy,143.57,4.21,43932.42,0.47,Long,Moderate
2571,Course_2571,Finance,78,1618,96.06,Coursera,16.25,3.31,26292.5,0.01,Long,High
2572,Course_2572,Office Tools,92,248,68.25,Udemy,58.82,4.79,14587.36,0.24,Long,Moderate
2573,Course_2573,Office Tools,39,3431,67.95,Coursera,48.41,4.05,166094.71,0.01,Medium,Moderate
2574,Course_2574,Office Tools,96,3396,94.66,edX,105.19,3.48,357225.24,0.03,Long,High
2575,Course_2575,AI,11,4949,72.07,Udemy,113.63,3.04,562354.87,0.02,Short,High
2576,Course_2576,AI,72,2751,63.13,Udemy,17.04,4.29,46877.04,0.01,Long,Moderate
2577,Course_2577,Finance,39,638,89.25,Udemy,131.38,4.92,83820.44,0.21,Medium,High
2578,Course_2578,Office Tools,54,2410,80.42,edX,176.4,4.73,425124.0,0.07,Long,High
2579,Course_2579,AI,80,883,64.18,Coursera,104.62,4.33,92379.46,0.12,Long,Moderate
2580,Course_2580,Finance,78,2501,96.13,edX,186.48,4.27,466386.48,0.07,Long,High
2581,Course_2581,Finance,58,1557,63.78,Udemy,194.95,3.15,303537.15,0.13,Long,Moderate
2582,Course_2582,AI,12,3802,95.37,Udemy,173.96,4.15,661395.92,0.05,Short,High
2583,Course_2583,Finance,77,1348,66.96,LinkedIn Learning,59.91,4.43,80758.68,0.04,Long,Moderate
2584,Course_2584,Marketing,95,3465,56.94,LinkedIn Learning,76.22,4.92,264102.3,0.02,Long,Moderate
2585,Course_2585,AI,25,413,64.7,edX,52.74,3.75,21781.62,0.13,Medium,Moderate
2586,Course_2586,AI,55,1396,89.77,Udemy,138.31,3.03,193080.76,0.1,Long,High
2587,Course_2587,Design,10,3945,72.6,Udemy,114.04,4.84,449887.8,0.03,Short,High
2588,Course_2588,Technology,75,4421,72.34,LinkedIn Learning,23.6,3.53,104335.6,0.01,Long,High
2589,Course_2589,Technology,62,3110,79.12,Coursera,46.41,4.23,144335.1,0.01,Long,High
2590,Course_2590,Design,61,308,88.54,edX,102.4,3.28,31539.2,0.33,Long,High
2591,Course_2591,Data Science,12,3124,91.65,edX,159.04,4.48,496840.96,0.05,Short,High
2592,Course_2592,Data Science,37,3448,67.94,Coursera,162.93,3.63,561782.64,0.05,Medium,Moderate
2593,Course_2593,Finance,49,4038,87.16,Udemy,183.07,4.76,739236.66,0.05,Medium,High
2594,Course_2594,Design,38,858,67.27,Coursera,132.23,3.29,113453.34,0.15,Medium,Moderate
2595,Course_2595,Programming,73,327,63.3,Udemy,59.36,4.96,19410.72,0.18,Long,Moderate
2596,Course_2596,Office Tools,53,2137,53.26,Coursera,54.85,4.56,117214.45,0.03,Long,Moderate
2597,Course_2597,AI,62,3232,97.19,Coursera,75.7,3.6,244662.4,0.02,Long,High
2598,Course_2598,Finance,17,3644,72.16,Coursera,56.41,4.54,205558.04,0.02,Short,High
2599,Course_2599,Office Tools,12,3933,59.99,edX,38.39,3.89,150987.87,0.01,Short,Moderate
2600,Course_2600,Business,84,664,97.32,Coursera,177.64,4.82,117952.96,0.27,Long,High
2601,Course_2601,Programming,93,2887,52.3,Coursera,134.19,3.18,387406.53,0.05,Long,Moderate
2602,Course_2602,Office Tools,95,403,76.62,LinkedIn Learning,159.4,3.26,64238.2,0.4,Long,High
2603,Course_2603,Office Tools,73,1516,59.54,edX,182.89,3.89,277261.24,0.12,Long,Moderate
2604,Course_2604,Programming,21,4768,70.36,Coursera,71.29,3.08,339910.72,0.01,Medium,High
2605,Course_2605,Technology,88,4057,75.64,Udemy,53.75,4.55,218063.75,0.01,Long,High
2606,Course_2606,Business,95,2483,89.36,edX,39.53,3.41,98152.99,0.02,Long,High
2607,Course_2607,Marketing,40,3331,72.77,Udemy,196.93,4.95,655973.83,0.06,Medium,High
2608,Course_2608,Business,63,261,68.78,Udemy,187.78,4.3,49010.58,0.72,Long,Moderate
2609,Course_2609,Finance,95,4195,89.97,Udemy,82.32,3.35,345332.4,0.02,Long,High
2610,Course_2610,Office Tools,77,4652,56.81,Udemy,20.98,4.95,97598.96,0.0,Long,Moderate
2611,Course_2611,Data Science,80,488,88.51,LinkedIn Learning,165.74,3.7,80881.12,0.34,Long,High
2612,Course_2612,Marketing,20,4498,56.39,LinkedIn Learning,18.24,4.01,82043.52,0.0,Medium,Moderate
2613,Course_2613,Design,40,1319,74.5,edX,73.04,4.23,96339.76,0.06,Medium,High
2614,Course_2614,Business,57,171,91.97,Udemy,23.81,3.05,4071.51,0.14,Long,High
2615,Course_2615,Technology,79,3362,56.09,Coursera,43.82,3.98,147322.84,0.01,Long,Moderate
2616,Course_2616,Business,56,3705,75.94,Coursera,150.31,4.72,556898.55,0.04,Long,High
2617,Course_2617,Data Science,14,4357,80.0,edX,98.63,4.01,429730.91,0.02,Short,High
2618,Course_2618,Marketing,70,4751,99.67,Udemy,104.72,3.05,497524.72,0.02,Long,High
2619,Course_2619,Finance,56,2314,75.01,Udemy,59.85,3.33,138492.9,0.03,Long,High
2620,Course_2620,Business,90,3388,96.54,Udemy,175.44,3.97,594390.72,0.05,Long,High
2621,Course_2621,Design,84,1877,94.29,Udemy,118.71,3.9,222818.67,0.06,Long,High
2622,Course_2622,Finance,81,1766,53.47,Coursera,136.31,4.11,240723.46,0.08,Long,Moderate
2623,Course_2623,AI,24,4468,60.83,Udemy,94.68,4.78,423030.24,0.02,Medium,Moderate
2624,Course_2624,AI,78,2197,82.13,LinkedIn Learning,61.98,3.51,136170.06,0.03,Long,High
2625,Course_2625,Data Science,13,4462,63.82,edX,90.29,4.47,402873.98,0.02,Short,Moderate
2626,Course_2626,Business,73,1941,69.75,Udemy,193.39,4.8,375369.99,0.1,Long,Moderate
2627,Course_2627,Technology,52,287,70.18,Coursera,67.05,4.7,19243.35,0.23,Long,High
2628,Course_2628,Business,85,1674,77.21,LinkedIn Learning,74.23,4.47,124261.02,0.04,Long,High
2629,Course_2629,Office Tools,46,2386,58.34,Udemy,169.54,4.27,404522.44,0.07,Medium,Moderate
2630,Course_2630,Marketing,85,1591,54.96,Udemy,194.99,4.33,310229.09,0.12,Long,Moderate
2631,Course_2631,Finance,67,415,82.6,Coursera,125.89,3.62,52244.35,0.3,Long,High
2632,Course_2632,Marketing,33,3454,76.6,LinkedIn Learning,74.29,3.81,256597.66,0.02,Medium,High
2633,Course_2633,Programming,18,1801,66.73,edX,112.16,3.11,202000.16,0.06,Short,Moderate
2634,Course_2634,Design,12,4498,64.15,Coursera,74.74,4.24,336180.52,0.02,Short,Moderate
2635,Course_2635,Business,100,986,60.41,edX,108.99,3.19,107464.14,0.11,Long,Moderate
2636,Course_2636,Finance,85,3270,63.14,LinkedIn Learning,14.28,3.13,46695.6,0.0,Long,Moderate
2637,Course_2637,Data Science,64,389,82.1,LinkedIn Learning,165.3,3.03,64301.7,0.42,Long,High
2638,Course_2638,Marketing,48,1792,92.4,Coursera,179.52,4.95,321699.84,0.1,Medium,High
2639,Course_2639,Office Tools,31,4155,84.83,Udemy,196.3,4.79,815626.5,0.05,Medium,High
2640,Course_2640,Marketing,62,4075,93.84,edX,138.93,4.18,566139.75,0.03,Long,High
2641,Course_2641,AI,58,636,56.27,Coursera,162.46,3.8,103324.56,0.26,Long,Moderate
2642,Course_2642,AI,74,663,72.31,edX,167.03,3.77,110740.89,0.25,Long,High
2643,Course_2643,Data Science,18,1107,93.71,edX,189.51,4.81,209787.57,0.17,Short,High
2644,Course_2644,Design,72,1816,85.96,edX,44.05,3.39,79994.8,0.02,Long,High
2645,Course_2645,Finance,53,1721,79.46,Udemy,33.56,3.86,57756.76,0.02,Long,High
2646,Course_2646,Design,85,3809,96.16,Udemy,21.76,3.31,82883.84,0.01,Long,High
2647,Course_2647,Programming,47,1142,89.88,Coursera,187.95,3.99,214638.9,0.16,Medium,High
2648,Course_2648,Technology,43,882,66.13,Coursera,13.78,4.58,12153.96,0.02,Medium,Moderate
2649,Course_2649,Data Science,24,3270,93.13,Coursera,199.56,3.2,652561.2,0.06,Medium,High
2650,Course_2650,Programming,59,3675,86.33,LinkedIn Learning,14.42,3.15,52993.5,0.0,Long,High
2651,Course_2651,Data Science,74,2838,73.34,edX,187.67,3.34,532607.46,0.07,Long,High
2652,Course_2652,Design,13,2769,51.67,Udemy,135.11,4.13,374119.59,0.05,Short,Moderate
2653,Course_2653,Technology,84,3997,51.79,LinkedIn Learning,87.95,4.23,351536.15,0.02,Long,Moderate
2654,Course_2654,AI,54,4157,69.86,Coursera,41.32,3.82,171767.24,0.01,Long,Moderate
2655,Course_2655,Design,80,1375,72.38,edX,103.28,4.53,142010.0,0.08,Long,High
2656,Course_2656,Technology,79,1811,93.38,edX,24.57,4.06,44496.27,0.01,Long,High
2657,Course_2657,AI,45,641,61.79,Coursera,186.5,3.8,119546.5,0.29,Medium,Moderate
2658,Course_2658,AI,19,2525,84.26,Coursera,62.67,3.28,158241.75,0.02,Short,High
2659,Course_2659,Business,81,1540,67.37,Udemy,180.11,3.58,277369.4,0.12,Long,Moderate
2660,Course_2660,Finance,56,3742,87.88,Udemy,15.7,4.92,58749.4,0.0,Long,High
2661,Course_2661,Office Tools,45,313,63.64,edX,89.98,4.89,28163.74,0.29,Medium,Moderate
2662,Course_2662,Finance,41,4534,55.51,Coursera,140.86,3.81,638659.24,0.03,Medium,Moderate
2663,Course_2663,Office Tools,51,4135,75.07,Coursera,117.34,3.32,485200.9,0.03,Long,High
2664,Course_2664,Data Science,85,380,81.61,Udemy,97.29,3.61,36970.2,0.26,Long,High
2665,Course_2665,Marketing,56,4661,61.55,Coursera,77.34,3.59,360481.74,0.02,Long,Moderate
2666,Course_2666,Technology,79,4539,81.97,edX,194.15,4.06,881246.85,0.04,Long,High
